molecule_chembl_id,IC50,units,smiles,pIC50
CHEMBL3910845,256.2,nM,CN(C)c1ccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cn1,6.591420874591332
CHEMBL4632574,277.0,nM,CC(C)(C)c1cccc(Nc2nc(N3CCC[C@H](N)C3)ncc2C(N)=O)c1,6.557520230935552
CHEMBL3893330,284.1,nM,O=C1NC(=O)/C(=C/c2cnn3c(NCC4CC4)cc(NN4CCOCC4)nc23)N1,6.546528766277064
CHEMBL4568087,290.0,nM,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,6.537602002101044
CHEMBL3927192,291.3,nM,O=C1NC(=O)/C(=C/c2cnn3c(SCc4ccccc4)cc(-c4cccc(Cl)c4)nc23)N1,6.535659515372332
CHEMBL3954928,296.8,nM,O=C1NC(=O)/C(=C/c2cnn3c([S+]([O-])Cc4ccccc4)cc(Nc4cccc(Cl)c4)nc23)N1,6.527536103393011
CHEMBL3955320,313.9,nM,C[C@H](Nc1nc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1)c1ccc(C(F)(F)F)cc1,6.503208684299958
CHEMBL3917668,316.5,nM,CC(O)CNc1cc(Nc2cccc(Cl)c2)nc2c(/C=C3\NC(=O)NC3=O)cnn12,6.499626285646626
CHEMBL3947068,342.6,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CCCC4)cc(Nc4cccc(Cl)c4)nc23)N1,6.465212641370508
CHEMBL3977510,359.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCC(F)(F)CC4)nc23)N1,6.44490555142168
CHEMBL2012519,388.2,nM,COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,6.4109444689476565
CHEMBL4648967,399.0,nM,CC(C)(C)c1cc(Nc2nc(N3CCC[C@H](N)C3)ncc2C(N)=O)cc(C(C)(C)C)c1,6.399027104313252
CHEMBL3940234,421.1,nM,O=C1NC(=O)/C(=C/c2cnn3c(NCc4ccccn4)cc(Nc4cccc(Cl)c4)nc23)N1,6.375614758579735
CHEMBL4639597,455.0,nM,NC(=O)c1cnc(N2CCC[C@H](N)C2)nc1Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,6.341988603342887
CHEMBL471901,456.0,nM,NCCNc1ncc(C(N)=O)c(Nc2cccc(C(F)(F)F)c2)n1,6.341035157335565
CHEMBL3976346,469.0,nM,CCOCCNc1cc(Nc2cccc(Cl)c2)nc2c(/C=C3\NC(=O)NC3=O)cnn12,6.328827157284916
CHEMBL3889467,474.7,nM,O=C1NC(=O)/C(=C/c2cnn3c(NCCO)cc(Nc4cccc(Cl)c4)nc23)N1,6.32358076828164
CHEMBL3984084,476.0,nM,CC(=O)NC1CCC(Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1,6.3223930472795065
CHEMBL3920670,476.0,nM,CS(=O)(=O)N[C@H]1CC[C@H](Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1,6.3223930472795065
CHEMBL4644912,485.0,nM,NC(=O)c1cnc(N2CCCC(N)C2)nc1Nc1cccc(C(F)(F)F)c1,6.314258261397736
CHEMBL3930582,508.7,nM,O=C1NC(=O)/C(=C/c2cnn3c(NCC4CC4)cc(Nc4cccc(Cl)c4)nc23)N1,6.293538262368646
CHEMBL4108016,514.9,nM,C[C@@H](Nc1cc(Nc2cccc(Cl)c2)nc2c(/C=C3\NC(=O)NC3=O)cnn12)C1CC1,6.288277108172766
CHEMBL3897318,548.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4csc(C(=O)NC5CC5)c4)nc23)N1,6.261219441515631
CHEMBL4112371,608.4,nM,N[C@@H]1CCN(C(=O)c2cc(-c3cc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)cs2)C1,6.215810794619039
CHEMBL3921643,613.5,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4cccc(O)c4)nc23)N1,6.212185432936977
CHEMBL3909908,649.2,nM,CS(=O)(=O)c1cccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1,6.187621488845806
CHEMBL3963062,649.2,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4cccc(CO)c4)nc23)N1,6.187621488845806
CHEMBL3957320,654.0,nM,CN1CCCC1CCNC(=O)c1cc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cs1,6.184422251675732
CHEMBL3957145,679.1,nM,CN(C)C(=O)N[C@H]1CC[C@H](Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1,6.168066269533254
CHEMBL3926144,679.1,nM,COC(=O)N[C@H]1CC[C@H](Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1,6.168066269533254
CHEMBL3947780,700.8,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CCNC4)cc(Nc4cccc(Cl)c4)nc23)N1,6.154405906839976
CHEMBL3912234,704.1,nM,O=C1NC(=O)/C(=C/c2cnn3c(NCc4cccnc4)cc(Nc4cccc(Cl)c4)nc23)N1,6.152365655681745
CHEMBL4112180,707.6,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CC[C@@H](F)C4)nc23)N1,6.150212175762315
CHEMBL3935654,713.7,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4ccc(C(=O)N5CC(F)C5)s4)nc23)N1,6.146484303243071
CHEMBL3912472,765.9,nM,C[C@H](Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1)C1CC1,6.115827930476087
CHEMBL3919262,793.9,nM,CN1CCC(NC(=O)c2ccc(-c3cc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)s2)CC1,6.100234198055614
CHEMBL3929991,810.6,nM,CN(C)C1CCN(Cc2ccc(-c3cc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)s2)C1,6.091193400594326
CHEMBL3949243,810.6,nM,CCN(CC)CCCC(C)NC(=O)c1ccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)s1,6.091193400594326
CHEMBL3896234,813.3,nM,CN(C)CC(C)(C)CNC(=O)c1cc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cs1,6.089749227699852
CHEMBL3894505,815.2,nM,COc1cccc(-c2cc(NC3CC3)n3ncc(/C=C4\SC(=O)NC4=O)c3n2)c1,6.08873582900163
CHEMBL3953595,845.3,nM,O=Cc1cnn2c(NC3CC3)cc(NC3CCCC3)nc12,6.0729891310243485
CHEMBL4642539,851.0,nM,CN(CCN)c1ncc(C(N)=O)c(Nc2cccc(C(F)(F)F)c2)n1,6.070070439915412
CHEMBL3894469,867.0,nM,CN(C)c1ccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cc1,6.061980902523789
CHEMBL3894819,867.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4cccc(NS(=O)(=O)C5CC5)c4)nc23)N1,6.061980902523789
CHEMBL3896470,875.9,nM,CN(C)c1cc(NC2CC2)n2ncc(/C=C3\SC(=O)NC3=O)c2n1,6.057545473657523
CHEMBL3947407,877.1,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC4CCNCC4)nc23)N1,6.056950888991594
CHEMBL3929751,888.0,nM,C[C@@H]1CN(C(=O)c2cc(-c3cc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)cs2)C[C@H](C)N1,6.051587034221399
CHEMBL3894485,890.8,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4cccc(OC(F)(F)F)c4)nc23)N1,6.050219791638
CHEMBL3976827,982.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(-c4csc(C(=O)NCCN5CCCC5)c4)nc23)N1,6.00788851221305
CHEMBL3982380,997.8,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NCC4CC4)nc23)N1,6.000956500396837
